"ranking","problema","descricao","desenvolvimento","arquivo_fonte","nota_dor_financeira","ponderada_dor_financeira","nota_gambiarras","ponderada_gambiarras","nota_frequencia","ponderada_frequencia","nota_urgencia","ponderada_urgencia","nota_dor_tempo","ponderada_dor_tempo","nota_risco","ponderada_risco","nota_frustracao","ponderada_frustracao","nota_consequencia_erro","ponderada_consequencia_erro","nota_observabilidade","ponderada_observabilidade","nota_clareza_persona","ponderada_clareza_persona","nota_tam","ponderada_tam","nota_crescimento","ponderada_crescimento","nota_monopolio_local","ponderada_monopolio_local","nota_amplitude","ponderada_amplitude","nota_escala_nao_linear","ponderada_escala_nao_linear","nota_ticket","ponderada_ticket","nota_expansao","ponderada_expansao","nota_penetracao_digital","ponderada_penetracao_digital","nota_internacionalizacao","ponderada_internacionalizacao","nota_dep_infraestrutura","ponderada_dep_infraestrutura","nota_timing_tech","ponderada_timing_tech","nota_timing_regulatorio","ponderada_timing_regulatorio","nota_mudanca_comportamental","ponderada_mudanca_comportamental","nota_pressao_macro","ponderada_pressao_macro","nota_janela","ponderada_janela","nota_acesso_usuarios","ponderada_acesso_usuarios","nota_velocidade_validacao","ponderada_velocidade_validacao","nota_facilidade_mvp","ponderada_facilidade_mvp","nota_mudanca_habito","ponderada_mudanca_habito","nota_dados_disponiveis","ponderada_dados_disponiveis","nota_aha_moment","ponderada_aha_moment","nota_multiplos_lados","ponderada_multiplos_lados","nota_feedback","ponderada_feedback","nota_wtp","ponderada_wtp","nota_clareza_pagador","ponderada_clareza_pagador","nota_orcamento","ponderada_orcamento","nota_ciclo_vendas","ponderada_ciclo_vendas","nota_recorrencia","ponderada_recorrencia","nota_poder_preco","ponderada_poder_preco","nota_cac","ponderada_cac","nota_ausencia_monopolios","ponderada_ausencia_monopolios","nota_efeito_rede","ponderada_efeito_rede","nota_switching_cost","ponderada_switching_cost","nota_dados_proprietarios","ponderada_dados_proprietarios","nota_diferenciacao_10x","ponderada_diferenciacao_10x","nota_fragmentacao","ponderada_fragmentacao","nota_tarpit","ponderada_tarpit","nota_risco_legal","ponderada_risco_legal","nota_platform_risk","ponderada_platform_risk","nota_alinhamento_ods","ponderada_alinhamento_ods","subtotal_1_dor_comportamento","pct_1_dor_comportamento","subtotal_2_mercado_escala","pct_2_mercado_escala","subtotal_3_timing","pct_3_timing","subtotal_4_validacao_lean","pct_4_validacao_lean","subtotal_5_monetizacao","pct_5_monetizacao","subtotal_6_defensibilidade","pct_6_defensibilidade","subtotal_7_riscos_fatais","pct_7_riscos_fatais","total_geral","max_total","pct_total"
"371","Dependência Sistêmica da Importação de Fósforo Agrícola","As reservas de fosfato globais (vitais para qualquer fertilizante) estão se esgotando e limitadas ao Marrocos e China, criando uma contagem regressiva para o colapso alimentar em décadas.","O foco é carbono, mas não há substituto para o fósforo que mantém as plantas em pé. Oportunidade: ecossistemas de recuperação química de fósforo diretamente do sistema de esgoto humano das megalópoles usando nanotecnologia magnética e bioreatores em ETAs municipais.","100_novos_problemas_fase_3.csv","5","25","5","25","5","25","6","24","5","20","6","24","5","20","6","24","7","21","7","21","6","30","6","30","6","24","5","15","6","24","6","18","6","18","5","15","5","10","5","10","6","30","6","30","6","24","6","24","7","28","6","30","5","25","5","20","6","24","5","15","5","15","6","18","6","18","5","25","6","30","6","24","5","15","6","18","5","15","5","15","7","28","5","20","5","20","5","15","7","21","6","12","6","30","6","24","6","24","6","18","229","55.9","194","57.1","136","61.8","165","55.0","142","54.6","116","58.0","96","60.0","1078","1890","57.0"
"372","Inadequação de Drones de Combate a Incêndios Florestais em Biomas Densos (Amazônia/Pantanal)","A tecnologia de combate autônomo (drones que lançam retardantes) desenvolvida na Califórnia falha miseravelmente no Brasil porque o dossel das árvores amazônicas bloqueia o líquido e a espessa fumaça cega o LiDar e as câmeras.","O que salva a floresta de pinheiros gringa não apaga o fogo no Equador. Oportunidade: Drones 'Penetradores' com acústica sonar e mísseis ecologicamente degradáveis (Bio-bombas retardantes) que perfuram a copa das árvores antes de explodir e abafar o sub-bosque em chamas.","100_novos_problemas_fase_5.csv","5","25","5","25","5","25","5","20","6","24","5","20","6","24","5","20","7","21","7","21","6","30","6","30","6","24","5","15","6","24","6","18","6","18","5","15","4","8","5","10","7","35","6","30","6","24","6","24","7","28","6","30","5","25","5","20","6","24","5","15","5","15","6","18","6","18","5","25","6","30","6","24","5","15","6","18","5","15","5","15","7","28","5","20","5","20","5","15","7","21","6","12","6","30","6","24","7","28","5","15","225","54.9","192","56.5","141","64.1","165","55.0","142","54.6","116","58.0","97","60.6","1078","1890","57.0"
"373","Reconfiguração caótica de cadeias globais via friendshoring","Empresas e países realocam produção com foco em segurança política, muitas vezes à custa de eficiência e inclusão de terceiros.","Choques tarifários, sanções e rivalidade entre blocos levaram governos a tratar cadeias de suprimento como tema de segurança nacional; a transição rápida para friendshoring sem coordenação multilateral pode cristalizar blocos rivais, marginalizar países intermediários e encarecer bens essenciais para populações vulneráveis.","100-200 oportunidades_problemas.csv","6","30","5","25","6","30","5","20","5","20","6","24","5","20","5","20","7","21","8","24","8","40","6","30","6","24","5","15","6","24","6","18","6","18","5","15","6","12","5","10","6","30","5","25","6","24","8","32","7","28","5","25","5","25","3","12","6","24","5","15","5","15","6","18","6","18","5","25","5","25","6","24","4","12","6","18","6","18","5","15","7","28","5","20","5","20","5","15","6","18","6","12","6","30","5","20","7","28","6","18","234","57.1","206","60.6","139","63.2","152","50.7","137","52.7","113","56.5","96","60.0","1077","1890","57.0"
"374","Desalinhamento entre formação profissional e lacunas reais","Sistemas educacionais continuam formando perfis pouco demandados, enquanto faltam incentivos em áreas essenciais.","Cursos técnicos e superiores em áreas críticas de saúde, logística, infraestrutura e cuidado recebem menos prestígio e apoio financeiro; ao mesmo tempo, a percepção de que novas profissões digitais são caminho único de mobilidade social leva jovens a evitar setores onde a demanda por trabalho humano é estruturalmente alta.","100-200 oportunidades_problemas.csv","6","30","5","25","5","25","5","20","6","24","5","20","5","20","5","20","7","21","6","18","8","40","6","30","6","24","5","15","6","24","6","18","5","15","6","18","5","10","4","8","6","30","5","25","6","24","6","24","6","24","6","30","5","25","4","16","6","24","6","18","5","15","6","18","6","18","5","25","6","30","6","24","5","15","6","18","5","15","5","15","7","28","5","20","5","20","5","15","6","18","6","12","8","40","5","20","7","28","6","18","223","54.4","202","59.4","127","57.7","164","54.7","142","54.6","113","56.5","106","66.2","1077","1890","57.0"
"375","Escassez Crítica de Transformadores e Componentes","A alta demanda por modernização elétrica esbarra em uma cadeia de suprimentos dependente de monopólios globais estressados.","O friendshoring e a alta dos metais encareceram transformadores de alta voltagem, atrasando em anos a conexão de parques solares/eólicos. Oportunidade: novos designs de transformadores modulares impressos em 3D, manufatura local avançada e reciclagem de componentes elétricos antigos.","100_novos_problemas_sociedade_aprofundados.csv","6","30","6","30","5","25","5","20","6","24","7","28","6","24","5","20","6","18","6","18","8","40","8","40","6","24","5","15","5","20","6","18","6","18","5","15","4","8","3","6","6","30","5","25","6","24","7","28","7","28","6","30","4","20","2","8","6","24","5","15","5","15","6","18","6","18","5","25","6","30","6","24","4","12","6","18","5","15","5","15","6","24","5","20","5","20","5","15","7","21","6","12","6","30","5","20","7","28","8","24","237","57.8","204","60.0","135","61.4","148","49.3","139","53.5","112","56.0","102","63.7","1077","1890","57.0"
"376","Transição Falha de Varejistas Tradicionais para Interface de IAs","Enquanto os consumidores passam a comprar via bots agênticos, lojas que apenas têm SEO visual, mas dados não estruturados, tornam-se invisíveis.","O novo comprador não acessa o site, seu bot lê o backend da loja. Empresas lentas estão sumindo da ""busca da máquina"". Oportunidade: agências AI-Native especializadas na otimização de catálogos e integração profunda de metadados para motores de decisão agênticos.","100_novos_problemas_sociedade_aprofundados.csv","5","25","5","25","5","25","5","20","5","20","5","20","6","24","5","20","6","18","7","21","6","30","6","30","6","24","5","15","6","24","6","18","6","18","6","18","5","10","5","10","6","30","5","25","6","24","6","24","7","28","6","30","5","25","6","24","6","24","6","18","5","15","6","18","6","18","6","30","6","30","6","24","5","15","6","18","5","15","6","18","6","24","5","20","5","20","5","15","7","21","6","12","6","30","6","24","7","28","5","15","218","53.2","197","57.9","131","59.5","172","57.3","150","57.7","112","56.0","97","60.6","1077","1890","57.0"
"377","Degradação de infraestrutura urbana em bairros populares","Bairros de baixa renda sofrem com saneamento precário, iluminação insuficiente e equipamentos públicos degradados.","Investimentos se concentram em zonas centrais e projetos de prestígio, enquanto áreas periféricas acumulam déficit histórico; isso alimenta ciclos de violência, doenças e baixa escolaridade, tornando mais difícil a mobilidade social e a atração de negócios legítimos.","100-200 oportunidades_problemas.csv","6","30","6","30","6","30","5","20","5","20","5","20","5","20","5","20","8","24","6","18","6","30","6","30","6","24","5","15","6","24","6","18","6","18","6","18","5","10","4","8","6","30","5","25","6","24","6","24","6","24","6","30","5","25","4","16","6","24","6","18","5","15","6","18","6","18","5","25","6","30","6","24","5","15","6","18","5","15","5","15","7","28","5","20","5","20","6","18","6","18","6","12","6","30","6","24","7","28","6","18","232","56.6","195","57.4","127","57.7","164","54.7","142","54.6","116","58.0","100","62.5","1076","1890","56.9"
"378","Desigualdade de acesso à infraestrutura de computação avançada","Instituições de pesquisa, governos locais e startups em países emergentes têm dificuldade para competir por recursos de IA.","Compute de alta performance e energia barata se concentram em poucos hubs globais; sem políticas de cooperação, consórcios públicos e modelos abertos robustos, o fosso tecnológico entre regiões tende a se aprofundar.","100-200 oportunidades_problemas.csv","5","25","5","25","5","25","5","20","5","20","5","20","5","20","5","20","6","18","7","21","6","30","8","40","6","24","4","12","8","32","7","21","6","18","5","15","5","10","4","8","9","45","5","25","6","24","6","24","7","28","5","25","6","30","5","20","6","24","6","18","5","15","6","18","6","18","5","25","5","25","6","24","4","12","6","18","5","15","5","15","7","28","5","20","5","20","5","15","6","18","6","12","5","25","5","20","7","28","6","18","214","52.2","210","61.8","146","66.4","168","56.0","134","51.5","113","56.5","91","56.9","1076","1890","56.9"
"379","Extrema Fragilidade Estratégica dos Cabos Submarinos","Mais de 95% do fluxo de internet global passa por cabos no fundo do mar, facilmente cortáveis por âncoras acidentais ou sabotagem de submarinos hostis.","Se três cabos forem cortados, o PIB de um continente paralisa. Oportunidade: fortalecimento maciço de redes de comunicação espacial a laser (Satellite Mesh Networks) e data centers geodistribuídos à prova de isolamento físico local.","100_novos_problemas_fase_2.csv","5","25","5","25","5","25","5","20","6","24","5","20","5","20","5","20","6","18","6","18","7","35","6","30","6","24","5","15","5","20","6","18","6","18","6","18","5","10","4","8","6","30","6","30","6","24","6","24","7","28","6","30","5","25","6","24","6","24","5","15","5","15","5","15","6","18","5","25","6","30","6","24","5","15","6","18","5","15","5","15","7","28","6","24","5","20","5","15","7","21","6","12","6","30","6","24","8","32","5","15","215","52.4","196","57.6","136","61.8","166","55.3","142","54.6","120","60.0","101","63.1","1076","1890","56.9"
"380","O Pesadelo da ""Logística dos Últimos 50 Metros","A entrega eficiente chega até a porta do prédio, mas trava na portaria, onde roubos, falta de porteiros ou demora nos elevadores geram prejuízos monumentais.","Em prédios de 40 andares, o tempo de entrega é insuportável. Oportunidade: robôs caninos ou carrinhos em malhas (rails) acoplados ao desenho dos novos prédios, além de catracas integradas de APIs exclusivas de entrega.","100_novos_problemas_fase_2.csv","6","30","5","25","5","25","5","20","6","24","5","20","6","24","5","20","6","18","6","18","6","30","6","30","6","24","5","15","6","24","6","18","6","18","6","18","5","10","5","10","6","30","6","30","6","24","6","24","7","28","6","30","5","25","5","20","6","24","6","18","5","15","6","18","6","18","5","25","6","30","6","24","5","15","6","18","5","15","5","15","7","28","5","20","5","20","5","15","7","21","6","12","6","30","6","24","6","24","5","15","224","54.6","197","57.9","136","61.8","168","56.0","142","54.6","116","58.0","93","58.1","1076","1890","56.9"
"381","A Frustração Geração Z com Estruturas Corporativas Achatadas","Ao abolir cargos gerenciais em prol da ""horizontalidade e agilidade"", as startups deixaram o trabalhador jovem sem plano de carreira claro e sem título para o currículo.","Sem um degrau visível para subir, o trabalhador muda de empresa a cada 10 meses. Oportunidade: HR Techs baseadas em sistemas de RPG de ""Progressão de Habilidades"", criando micromarcos de reconhecimento, tokens de liderança e títulos honoríficos acoplados a micro-aumentos.","100_novos_problemas_fase_3.csv","5","25","5","25","5","25","5","20","6","24","5","20","6","24","5","20","7","21","9","27","5","25","6","30","5","20","5","15","6","24","6","18","6","18","5","15","5","10","5","10","6","30","6","30","6","24","6","24","7","28","6","30","5","25","5","20","6","24","5","15","6","18","6","18","6","18","5","25","6","30","6","24","5","15","6","18","5","15","5","15","7","28","5","20","5","20","5","15","7","21","6","12","6","30","6","24","7","28","5","15","231","56.3","185","54.4","136","61.8","168","56.0","142","54.6","116","58.0","97","60.6","1075","1890","56.9"
"382","Desconfiança Crônica em Seguros Paramétricos","Apesar de serem mais rápidos e imunes a burocracias, produtores não confiam em índices climáticos matemáticos para receber seguros.","O ""risco de base"" (quando chove no medidor, mas não na fazenda) afasta a adoção, mantendo a dependência de perícias demoradas e corruptíveis. Oportunidade: índices paramétricos ultra-precisos utilizando a constelação de micro-satélites e radares de umidade do solo em tempo real.","100_novos_problemas_sociedade_aprofundados.csv","5","25","6","30","5","25","5","20","6","24","5","20","6","24","5","20","6","18","6","18","5","25","6","30","6","24","5","15","6","24","6","18","6","18","5","15","5","10","5","10","6","30","6","30","6","24","6","24","7","28","6","30","5","25","4","16","6","24","6","18","6","18","6","18","6","18","6","30","6","30","6","24","6","18","6","18","5","15","5","15","7","28","5","20","5","20","5","15","7","21","6","12","6","30","6","24","6","24","5","15","224","54.6","189","55.6","136","61.8","167","55.7","150","57.7","116","58.0","93","58.1","1075","1890","56.9"
"383","Complexidade regulatória para empresas em múltiplos blocos","Organizações globais precisam navegar normas divergentes de comércio, dados, clima e direitos trabalhistas em diferentes regiões.","A fragmentação regulatória, com cada bloco impondo padrões próprios e cláusulas de origem, aumenta custos de compliance e risco jurídico; empresas sem capacidade sofisticada de gestão regulatória podem ser excluídas de mercados relevantes ou penalizadas por violações involuntárias em cadeias longas.","100-200 oportunidades_problemas.csv","6","30","5","25","5","25","5","20","5","20","6","24","5","20","5","20","6","18","6","18","6","30","6","30","6","24","5","15","6","24","6","18","6","18","6","18","5","10","5","10","6","30","6","30","6","24","7","28","6","24","6","30","5","25","5","20","6","24","6","18","5","15","6","18","6","18","5","25","5","25","6","24","5","15","6","18","6","18","5","15","7","28","5","20","5","20","5","15","6","18","6","12","6","30","5","20","8","32","6","18","220","53.7","197","57.9","136","61.8","168","56.0","140","53.8","113","56.5","100","62.5","1074","1890","56.8"
"384","Pressão estética e saúde mental ligada ao novo padrão corpo-medicado","A normalização de medicamentos para emagrecimento redefine expectativas de corpo ideal e gera novas ansiedades.","À medida que mais pessoas acessam soluções farmacológicas para redução de peso, cresce a percepção de que estar fora de certos padrões é sinal de desleixo; isso intensifica transtornos alimentares, baixa autoestima e pressão sobre jovens, mesmo aqueles sem indicação clínica para tais tratamentos.","100-200 oportunidades_problemas.csv","5","25","5","25","5","25","6","24","5","20","7","28","6","24","5","20","5","15","6","18","8","40","6","30","6","24","5","15","5","20","6","18","6","18","5","15","5","10","5","10","6","30","6","30","6","24","6","24","6","24","6","30","5","25","3","12","6","24","5","15","5","15","5","15","6","18","6","30","6","30","6","24","5","15","6","18","7","21","5","15","7","28","6","24","5","20","5","15","6","18","6","12","6","30","3","12","7","28","8","24","224","54.6","200","58.8","132","60.0","154","51.3","153","58.8","117","58.5","94","58.8","1074","1890","56.8"
"385","Educação desatualizada para um mundo de IA e clima extremo","Currículos escolares continuam centrados em memorização e conteúdos estáticos, pouco alinhados a problemas reais emergentes.","Enquanto IA permeia trabalho e decisões cotidianas, e eventos climáticos extremos se tornam mais frequentes, alunos seguem pouco expostos a pensamento crítico, resolução de problemas complexos, alfabetização em dados e compreensão sistêmica de riscos.","100-200 oportunidades_problemas.csv","5","25","5","25","6","30","6","24","5","20","6","24","5","20","5","20","6","18","6","18","6","30","6","30","6","24","5","15","6","24","6","18","6","18","6","18","5","10","5","10","6","30","5","25","6","24","6","24","6","24","6","30","5","25","5","20","6","24","6","18","5","15","6","18","6","18","5","25","6","30","6","24","5","15","6","18","5","15","6","18","7","28","5","20","5","20","5","15","6","18","6","12","6","30","6","24","7","28","6","18","224","54.6","197","57.9","127","57.7","168","56.0","145","55.8","113","56.5","100","62.5","1074","1890","56.8"
